52;1369;Argentina
195;1415;Australia
53;120040;Bolivia
55;120041;Chile
155;1413;China
56;120045;Colombia
12;1330;Czech Republic
57;120042;Ecuador
117;120117;Ghana
22;1338;Greece
23;1886;Hungary
163;120031;Japan
173;120032;Malaysia
58;1375;Paraguay
59;120046;Peru
38;1354;Portugal
39;1356;Romania
140;120136;South Africa
145;1391;Tunisia
48;1365;Turkey
49;120096;Ukraine
60;1377;Uruguay
61;120048;Venezuela
